mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
66.99336009025573,0.5962636202325398,0.1454545497894287,0.00786001276188101,0.6,1.5,0.1,3,5,600,0.6,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.6}",0.6945164925967677,0.6862592993302612,0.6920206766370418,0.7000565384918702,0.7013823752876724,0.6948470764687226,0.0055081097140196236,22
108.33471856117248,50.87982701420225,0.21296916007995606,0.03951170171708702,0.6,1.5,0.1,3,5,600,0.7,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.7}",0.6942850679166009,0.6866782670360462,0.6922421186508559,0.70172009088648,0.7022659148834968,0.695438291874696,0.005905267457496481,4
167.51059665679932,2.501171445435698,0.20480122566223144,0.012733876118556106,0.6,1.5,0.1,3,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.694169511589817,0.6866595355964824,0.6925368423150773,0.7007378528223872,0.7019319851896586,0.6952071455026845,0.005605016157535984,11
164.6702033519745,6.0288280094600335,0.21739978790283204,0.020742107087273812,0.6,1.5,0.1,3,5,600,0.9,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.9}",0.6942035992575233,0.6868843995335586,0.6910098276299009,0.7010037575540132,0.7028503976995366,0.6951903963349065,0.005998521411200504,12
164.2186499118805,1.778900862157076,0.17950186729431153,0.012998162797428443,0.6,1.5,0.1,3,5,600,1.0,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 1.0}",0.6954102308786831,0.6862977749203976,0.6914482299780038,0.7003047616359319,0.7020900374368804,0.6951102069699793,0.0057768586617347245,13
0.2890005111694336,0.01918462771141019,0.0,0.0,0.6,1.5,0.1,3,5,600,1.1,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 1.1}",,,,,,,,41
0.32960076332092286,0.031167231924276357,0.0,0.0,0.6,1.5,0.1,3,5,600,1.2,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 1.2}",,,,,,,,42
179.64849071502687,4.7932005641241355,0.20755424499511718,0.018658075614557984,0.7,1.5,0.1,3,5,600,0.6,"{'colsample_bytree': 0.7, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.6}",0.6943116818043482,0.6867715627282236,0.6917963029610408,0.7001650545619722,0.7022404287357863,0.6950570061582741,0.005613020309729946,17
180.45120186805724,3.1821254260269574,0.2195117950439453,0.01861988597477855,0.7,1.5,0.1,3,5,600,0.7,"{'colsample_bytree': 0.7, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.7}",0.6945383146474637,0.6866253733133811,0.6922962107894826,0.7009072479281209,0.7020234485929693,0.6952781190542835,0.005683232509417128,7
171.63550601005554,7.538358053704885,0.198079252243042,0.0238622255729054,0.7,1.5,0.1,3,5,600,0.8,"{'colsample_bytree': 0.7, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6944128304267577,0.6866801414180357,0.6918904925130572,0.7007268838498469,0.7024041437460329,0.6952228983907461,0.005772416764606476,10
