id,loan_status
200000,0.020050973
200001,0.16368945
200002,0.051784497
200003,0.10960228
200004,0.123809196
200005,0.16388544
200006,0.21419638
200007,0.39632377
200008,0.20373614
200009,0.017708624
200010,0.11291302
200011,0.08173316
200012,0.3989829
200013,0.29508406
200014,0.16176473
200015,0.04785459
200016,0.17929134
200017,0.22090255
200018,0.032248203
200019,0.040240485
200020,0.071697205
200021,0.032372784
200022,0.06358838
200023,0.22020012
200024,0.14206025
200025,0.24227606
200026,0.079759456
200027,0.17123328
200028,0.14298964
200029,0.18719211
200030,0.14160027
200031,0.2693722
200032,0.060153294
200033,0.10373679
200034,0.047567267
200035,0.1029999
200036,0.028158104
200037,0.040824603
200038,0.15135941
200039,0.034313463
200040,0.08585452
200041,0.0436466
200042,0.23553692
200043,0.18269944
200044,0.14791569
200045,0.101234354
200046,0.25126287
200047,0.3722481
200048,0.1995837
200049,0.10651795
200050,0.17957027
200051,0.29310662
200052,0.2065058
200053,0.11746
200054,0.13504621
200055,0.2055422
200056,0.09581606
200057,0.31768456
200058,0.22534919
200059,0.05780573
200060,0.1343583
200061,0.22418605
200062,0.050418347
200063,0.28153703
200064,0.054104615
200065,0.064466506
200066,0.171779
200067,0.3469905
200068,0.117404975
200069,0.11996998
200070,0.3306312
200071,0.06607274
200072,0.45516327
200073,0.046469647
200074,0.119286984
200075,0.07256985
200076,0.139788
200077,0.095035456
200078,0.060199246
200079,0.25851434
200080,0.22093843
200081,0.25282836
200082,0.10227513
200083,0.079254135
200084,0.08593504
200085,0.104735695
200086,0.17967525
200087,0.12905672
200088,0.07880413
200089,0.10954136
200090,0.058224924
200091,0.12908894
200092,0.13532613
200093,0.25666314
200094,0.27094123
200095,0.13223378
200096,0.29458603
200097,0.04827457
200098,0.08039437
200099,0.020383434
200100,0.13717954
200101,0.12653372
200102,0.23112352
200103,0.22715208
200104,0.10447851
200105,0.08481656
200106,0.097537704
200107,0.21367878
200108,0.07617072
200109,0.31530207
200110,0.084071815
200111,0.0774961
200112,0.24019526
200113,0.09190712
200114,0.29282257
200115,0.13050358
200116,0.15600069
200117,0.34170392
200118,0.070348494
200119,0.10701727
200120,0.09635518
200121,0.15558511
200122,0.4148284
200123,0.048887778
200124,0.085787535
200125,0.19383243
200126,0.13755424
200127,0.15594043
200128,0.2730032
200129,0.3501196
200130,0.07565419
200131,0.21590032
200132,0.0705707
200133,0.10146039
200134,0.11654526
200135,0.10699872
200136,0.06532401
200137,0.1975021
200138,0.058227316
200139,0.30997825
200140,0.057643637
200141,0.15155903
200142,0.23065484
200143,0.33634767
200144,0.13367702
200145,0.20222214
200146,0.081267886
200147,0.051756024
200148,0.13396291
200149,0.16262247
200150,0.15021439
200151,0.13707243
200152,0.03236559
200153,0.10169398
200154,0.16529092
200155,0.12564011
200156,0.043624856
200157,0.1987006
200158,0.35231182
200159,0.12008178
200160,0.17130129
200161,0.06535588
200162,0.25376058
200163,0.14534333
200164,0.09933586
200165,0.32100913
200166,0.17746718
200167,0.33235174
200168,0.18485864
200169,0.15526713
200170,0.27721077
200171,0.045636352
200172,0.48763978
200173,0.089793004
200174,0.28635144
200175,0.1082207
200176,0.11197311
200177,0.067414366
200178,0.15084508
200179,0.08477561
200180,0.12971795
200181,0.09133997
200182,0.06579168
200183,0.05806095
200184,0.03196225
200185,0.19677347
200186,0.09521682
200187,0.097239956
200188,0.15256768
200189,0.08935964
200190,0.10241687
200191,0.041544102
200192,0.08763128
200193,0.08611325
200194,0.22636874
200195,0.20298727
200196,0.05230309
200197,0.32090142
200198,0.20997174
200199,0.035253458
200200,0.084383145
200201,0.13674298
200202,0.091321066
200203,0.07398547
200204,0.3102966
200205,0.18377692
200206,0.19597512
200207,0.16776861
200208,0.14090611
200209,0.12010591
200210,0.43766314
200211,0.1939872
200212,0.06693811
200213,0.2773145
200214,0.10730738
200215,0.2558086
200216,0.32516986
200217,0.20907038
200218,0.12531535
200219,0.25853968
200220,0.17028628
200221,0.08766018
200222,0.13775082
200223,0.07631306
200224,0.19528243
200225,0.069770105
200226,0.12107057
200227,0.21013749
200228,0.08333847
200229,0.17422192
200230,0.22215377
200231,0.08111608
200232,0.11762288
200233,0.25469777
200234,0.06399386
200235,0.14381936
200236,0.20054221
200237,0.10763151
200238,0.12554812
200239,0.22268105
200240,0.30106547
200241,0.13717915
200242,0.051387377
200243,0.22057804
200244,0.35290116
200245,0.10156099
200246,0.11183682
200247,0.15955164
200248,0.055940915
200249,0.076853395
200250,0.19753234
200251,0.057654507
200252,0.06861391
200253,0.3476632
200254,0.166038
200255,0.06348831
200256,0.08299407
200257,0.39112988
200258,0.1504849
200259,0.18575394
200260,0.061436906
200261,0.09902382
200262,0.20103885
200263,0.13336366
200264,0.2443596
200265,0.168981
200266,0.37937048
200267,0.15868653
200268,0.07419574
200269,0.11911834
200270,0.39376068
200271,0.14209235
200272,0.050507903
200273,0.103233285
200274,0.053185157
200275,0.10922615
200276,0.17593911
200277,0.14056905
200278,0.31525904
200279,0.12929375
200280,0.26001453
200281,0.108805835
200282,0.08314179
200283,0.05019541
200284,0.4253571
200285,0.021754162
200286,0.3453734
200287,0.18489945
200288,0.08924597
200289,0.145158
200290,0.028085317
200291,0.13343915
200292,0.09907843
200293,0.18588239
200294,0.18981765
200295,0.27534232
200296,0.18144037
200297,0.07169175
200298,0.11755924
200299,0.12611079
200300,0.123945415
200301,0.13422072
200302,0.07791049
200303,0.10061083
200304,0.1445084
200305,0.36998516
200306,0.07384907
200307,0.41461337
200308,0.02507087
200309,0.10359097
200310,0.049760662
200311,0.111973494
200312,0.12225067
200313,0.14690912
200314,0.14519209
200315,0.27917606
200316,0.2237344
200317,0.20644578
200318,0.2727886
200319,0.39667273
200320,0.03419415
200321,0.045350134
200322,0.114246614
200323,0.090971194
200324,0.15172982
200325,0.15094154
200326,0.100747265
200327,0.09820799
200328,0.109969325
200329,0.02826067
200330,0.15325117
200331,0.036950313
200332,0.05569177
200333,0.14224264
