mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
146.56025190353392,46.745682030773615,0.25488715171813964,0.050469045640507686,0.9,0,0.1,3,3,600,0.7,"{'colsample_bytree': 0.9, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 600, 'subsample': 0.7}",0.694892170145192,0.6864569562537319,0.6924019190006994,0.7007109627452343,0.7031050189982357,0.6955134054286186,0.005945313303362662,2
296.37197670936587,73.45027200725953,0.2988013744354248,0.032014757683155225,0.9,0.1,0.1,3,3,600,0.7,"{'colsample_bytree': 0.9, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 600, 'subsample': 0.7}",0.6948937055141696,0.6864419983388073,0.6923976874038436,0.7007109627452343,0.7031050189982357,0.6955098746000581,0.005950282173125979,3
374.44985432624816,10.047345791752296,0.31604413986206054,0.026100969201110363,0.9,0.2,0.1,3,3,600,0.7,"{'colsample_bytree': 0.9, 'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 600, 'subsample': 0.7}",0.6948929155420667,0.6863757363356129,0.6924582098859661,0.7007245835844993,0.7029535060414154,0.6954809902779121,0.005928278757739373,5
289.58501772880555,37.952790588463394,0.2424004077911377,0.025781598627400856,0.9,0.4,0.1,3,3,600,0.7,"{'colsample_bytree': 0.9, 'gamma': 0.4, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 600, 'subsample': 0.7}",0.6945597429503088,0.6864829747556402,0.6924619215089542,0.7007224913086987,0.7028712808404858,0.6954196822728175,0.005882154205848692,6
239.43138680458068,15.440120672093196,0.22703843116760253,0.02204951186984732,0.9,0.8,0.1,3,3,600,0.7,"{'colsample_bytree': 0.9, 'gamma': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 600, 'subsample': 0.7}",0.6944589113073011,0.6863304094707545,0.6927274251178823,0.7005212638980041,0.7028600914980682,0.695379620258402,0.005867946986799421,7
217.8065044403076,3.3980622622398897,0.20207934379577636,0.03167131514388467,0.9,1.6,0.1,3,3,600,0.7,"{'colsample_bytree': 0.9, 'gamma': 1.6, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 600, 'subsample': 0.7}",0.6947050879116616,0.6861723547474666,0.6928771156901,0.7010898652264876,0.7025940555349423,0.6954876958221317,0.005934439038486953,4
220.89814257621765,2.9962294714788444,0.20365090370178224,0.01033824839900536,0.9,3.2,0.1,3,3,600,0.7,"{'colsample_bytree': 0.9, 'gamma': 3.2, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 600, 'subsample': 0.7}",0.6936278383672898,0.6862776246949951,0.6923575998947177,0.7012571036787036,0.7029767018280424,0.6952993736927497,0.0061200642526696705,8
317.96374797821045,50.41803645957182,0.2770385265350342,0.061329242493081866,0.9,6.4,0.1,3,3,600,0.7,"{'colsample_bytree': 0.9, 'gamma': 6.4, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 600, 'subsample': 0.7}",0.6943351457092894,0.686675043198067,0.6924502121926691,0.7016851412143792,0.702832022813482,0.6955955130255773,0.00600844190174577,1
478.4403525829315,12.130770695377986,0.2442446231842041,0.05126863189392563,0.9,12.8,0.1,3,3,600,0.7,"{'colsample_bytree': 0.9, 'gamma': 12.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 600, 'subsample': 0.7}",0.6944452638582107,0.6863249967903994,0.6911929178568806,0.7008456483572726,0.7023604238480319,0.695033850142159,0.005973257103071755,9
441.71032695770265,21.55619056521214,0.1876762866973877,0.026561313063207356,0.9,25.6,0.1,3,3,600,0.7,"{'colsample_bytree': 0.9, 'gamma': 25.6, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 600, 'subsample': 0.7}",0.6892134693027043,0.6834591162499386,0.687013880454789,0.6962323535416225,0.698396026706353,0.6908629692510815,0.005620153310860911,10
